00:00:01:| new chat ID:1649213804ARB | BUTUH BANSOSDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']
04:32:49:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:33:32:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:33:48:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:34:44:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:41:34:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:41:56:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:01:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:04:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:07:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:12:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:24:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:35:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:40:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:43:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:47:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:42:59:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:43:04:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:43:11:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:43:43:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:44:28:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:44:45:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:45:03:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:45:12:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:45:15:| new chat ID:6039177047BIG EYESDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:45:19:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

04:45:23:| new chat ID:6039177047Lach RossDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

05:18:36:| Launching Telegram Scraper...

05:25:12:| Launching Telegram Scraper...

05:25:18:| Telegram Robot: /back_test

05:26:11:| Launching Telegram Scraper...

05:26:16:| Telegram Robot: /back_test

05:28:01:| Launching Telegram Scraper...

05:28:09:| Telegram Robot: /back_test

05:31:15:| Launching Telegram Scraper...

05:31:20:| Telegram Robot: /back_test

05:33:28:| Launching Telegram Scraper...

05:33:35:| Telegram Robot: /back_test

05:35:57:| Launching Telegram Scraper...

05:36:02:| Telegram Robot: /back_test

05:39:08:| Launching Telegram Scraper...

05:39:14:| Telegram Robot: /back_test

05:39:32:| Launching Telegram Scraper...

05:39:36:| Telegram Robot: /back_test

05:44:11:| Launching Telegram Scraper...

05:44:17:| Telegram Robot: /back_test

05:44:54:| Telegram Robot: /back_test

05:47:51:| Launching Telegram Scraper...

05:47:58:| Telegram Robot: /back_test

05:48:38:| Telegram Robot: /back_test

05:56:48:| Launching Telegram Scraper...

05:56:53:| Telegram Robot: /back_test

06:03:22:| new chat ID:1752024450⚡️Predictum BY GodLeak ⚡️Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

06:04:52:| Telegram Robot: /back_test!

06:48:39:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

06:57:58:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

07:16:59:| new chat ID:1456699005crypto leak by GodLeakDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

07:17:25:| new chat ID:1456699005crypto leak by GodLeakDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

07:48:40:| new chat ID:1480838869GG Shot LeakedDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

07:52:34:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

08:48:29:| new chat ID:1480838869GG Shot LeakedDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

08:51:50:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

09:59:52:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

09:59:56:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

10:01:09:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

10:05:54:| new chat ID:1224826225Predictūm Indicator | CryptoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

10:06:09:| new chat ID:1781264371Predictūm signals | CryptoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

10:18:41:| new chat ID:1480838869GG Shot LeakedDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

10:59:10:| Launching Telegram Scraper...

10:59:14:| Telegram Robot: /back_test

11:07:10:| Launching Telegram Scraper...

11:07:15:| Telegram Robot: /back_test

11:07:30:| Telegram Robot: .

11:37:38:| Launching Telegram Scraper...

11:37:44:| Telegram Robot: /update_history

11:43:22:| Launching Telegram Scraper...

11:43:30:| Telegram Robot: /last_week

11:44:47:| Launching Telegram Scraper...

11:44:59:| Telegram Robot: /delete_near_duplicates

11:48:07:| Launching Telegram Scraper...

11:48:12:| Telegram Robot: /update_history

11:50:59:| Launching Telegram Scraper...

11:51:11:| Telegram Robot: /update_history

11:56:33:| Launching Telegram Scraper...

11:56:38:| Telegram Robot: /update_history

11:58:55:| Launching Telegram Scraper...

11:59:00:| Telegram Robot: /update_history

12:00:07:| Launching Telegram Scraper...

12:00:11:| Telegram Robot: /update_history

12:00:24:| Launching Telegram Scraper...

12:00:29:| Telegram Robot: /update_history

12:03:11:| Launching Telegram Scraper...

12:03:17:| Telegram Robot: /update_history

12:06:06:| Launching Telegram Scraper...

12:06:10:| Telegram Robot: /update_history

12:08:14:| Launching Telegram Scraper...

12:08:47:| Launching Telegram Scraper...

12:08:51:| Telegram Robot: /update

12:09:23:| Telegram Robot: /update

12:11:08:| Launching Telegram Scraper...

12:11:12:| Telegram Robot: /update

12:13:27:| Launching Telegram Scraper...

12:13:35:| Telegram Robot: /update

12:42:44:| Launching Telegram Scraper...

12:43:10:| Telegram Robot: /backtest

12:43:25:| Telegram Robot: .

12:43:37:| Telegram Robot: /back_test

13:15:27:| Launching Telegram Scraper...

13:15:32:| Telegram Robot: /back_test

13:16:31:| Launching Telegram Scraper...

13:16:38:| Telegram Robot: /back_test

13:19:24:| Launching Telegram Scraper...

13:19:30:| Telegram Robot: /back_test

13:20:30:| Launching Telegram Scraper...

13:20:37:| Telegram Robot: /back_test

13:28:49:| new chat ID:1960417797Predictūm PRO {Beta}Didnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

13:49:34:| Launching Telegram Scraper...

13:49:39:| Telegram Robot: /back_test

13:59:09:| Launching Telegram Scraper...

13:59:14:| Telegram Robot: /back_test

14:04:25:| Launching Telegram Scraper...

14:04:33:| Launching Telegram Scraper...

14:04:44:| Launching Telegram Scraper...

14:04:50:| Telegram Robot: /back_test

14:05:21:| Telegram Robot: /back_test

14:13:18:| Launching Telegram Scraper...

14:14:33:| Launching Telegram Scraper...

14:14:40:| Telegram Robot: /back_test

14:15:37:| new chat ID:1224826225Predictūm Indicator | CryptoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

14:15:51:| new chat ID:1781264371Predictūm signals | CryptoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

14:15:54:| new chat ID:1781264371Predictūm signals | CryptoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

14:15:56:| new chat ID:1224826225Predictūm Indicator | CryptoDidnt match: ['1548802426', '1248393106', '1558766055', '1825288627', '1737189058', '1175262142', '1872890428']

14:16:08:| Launching Telegram Scraper...

14:16:13:| Telegram Robot: /back_test

14:16:57:| Launching Telegram Scraper...

14:17:01:| Telegram Robot: /back_test

14:19:55:| Launching Telegram Scraper...

14:20:00:| Telegram Robot: /back_test

14:26:05:| Launching Telegram Scraper...

14:26:15:| Telegram Robot: /back_test

14:28:40:| Launching Telegram Scraper...

14:28:45:| Telegram Robot: /back_test

14:32:02:| Launching Telegram Scraper...

14:32:12:| Telegram Robot: /back_test

